сity;district;address;address_number;latitude;longitude;closure_type;shelter_type;building_type;owner;ownership_type;phone;ramp
м.Київ;Солом'янський; б-р Вацлава Гавела;6/7-А;50.4474117033198;30.420939171694897;Подвійного призначення;Підвал;Адмін. будівля;ТОВ «Л-квартал Сервіс»;Приватна;225-23-85;Відсутній
м.Київ;Солом'янський; б-р Вацлава Гавела;7-В;50.44573;30.42773;Найпростіші укриття;Підвал;Житловий будинок;ЖЕД № 904 «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;408-27-37;Відсутній
м.Київ;Солом'янський; б-р Вацлава Гавела;79;50.42779;30.41730;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 905 «КК з ОЖФ Солом’янського району м.Києва;Комунальна;408-72-36;Відсутній
м.Київ;Солом'янський; б-р Вацлава Гавела;83;50.42628;30.41965;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 905 «КК з ОЖФ Солом’янського району м.Києва;Комунальна;408-72-36;Відсутній
м.Київ;Солом'янський; б-р Вацлава Гавела;9-А;50.44596068438018;30.425558469515927;Подвійного призначення;Підвал;Адмін. будівля;ТОВ «Екомісто»;Приватна;044-364-93-83;Відсутній
м.Київ;Солом'янський; б-р Вацлава Гавела/вул. Героїв Севастополя;;50.4452203;30.4143891;Найпростіші укриття;Підземний перехід з пандусом;Підземний перехід;КП «ШЕУ»;Комунальна;;В наявності
м.Київ;Солом'янський; б-р Чоколівський /Ушинського;;50.43640466037279;30.45252330424018;Найпростіші укриття;Підземний перехід з пандусом;Підземний перехід;КП «ШЕУ»;Комунальна;;В наявності
м.Київ;Солом'янський; б-р Чоколівський;1;50.42644911976839;30.458378054494027;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 902 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-00-21;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;10;50.42822900930553;30.459424669839564;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 901 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-23-53;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;11;50.42885500740814;30.45656566798494;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 902 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-00-21;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;15;50.42932060982162;30.455439256348747;Найпростіші укриття;Підвал;Дитячий садочок;Дошкільний навчальний заклад 191;Комунальна;248-21-35;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;20;50.43029843749912;30.456715883330517;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 901 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-23-53;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;23;50.432895292893654;30.45411824100324;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 902 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-00-21;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;28;50.432209863050055;30.455595898676158;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 901 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-23-53;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;29;50.43489395670965;30.452816925658013;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 902 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-00-21;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;30;50.4330222288497;30.454984183330566;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 901 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-23-53;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;31;50.43542255495456;30.453010283330652;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 902 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-00-21;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;33;50.43584471988641;30.452405567985224;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 902 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-00-21;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;35;50.436410318847756;30.45255275449436;Подвійного призначення;Підвал;Житловий будинок;ЖЕД № 902 КП «КК з ОЖФ Солом’янського району м.Києва»;Комунальна;242-00-21;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;39;50.437147049229225;30.45087575634911;Найпростіші укриття;Підвал;Гуртожиток;Національний медичний університет ім. О.О.Богомольця;Інша;044-234-40-62;Відсутній
м.Київ;Солом'янський; б-р Чоколівський;42-А;50.43877564330292;30.451807369839923;Подвійного призначення;Підвал;Адмін. будівля;ТОВ «Житлосервіс Солом’янка»;Приватна;044-220-18-64;Відсутній
м.Київ;Солом'янський; б-р Чоколівський/ Ушинського;;50.43737520468673;30.452880777661;Найпростіші укриття;Підземний перехід з пандусом;Підземний перехід;КП «ШЕУ»;Комунальна;;В наявності
м.Київ;Солом'янський; вул  Політехнічна;6;50.449214277428176;30.465309284206555;Найпростіші укриття;Підвал;Гуртожиток;НТУУ КПІ;Інша;236-69-13;Відсутній
м.Київ;Солом'янський; вул. Августина Волошина;2-А;50.43501605766845;30.443834127512613;Найпростіші укриття;Підземний паркінг;Житловий будинок;ОСББ «Машинобудівник-2А»;Приватна;044-457-01-09;Відсутній
м.Київ;Солом'янський; вул. Амосова;10 Головний к.;50.42194465701181;30.50208245449382;Найпростіші укриття;Підвал;Лікарня;Національний інститут фтизіатрії та пульмонології ім. Ф.Г.Яновського НАМН України;Інша;0275-04-02;Відсутній
м.Київ;Солом'янський; вул. Амосова;10 Дитячий к.;50.42194465701181;30.50208245449382;Найпростіші укриття;Підвал;Лікарня;Національний інститут фтизіатрії та пульмонології ім. Ф.Г.Яновського НАМН України;Інша;0275-04-02;Відсутній
м.Київ;Солом'янський; вул. Амосова;2;50.418933309692896;30.493593956348533;Подвійного призначення;Підвал;Адмін. будівля;ТОВ «Новобудова»;Приватна;044-280-01-35;Відсутній
